subject,condition,moralCondition,condition2,survey,round,answer,response,mLog,correct,congenialMisinfo
24,gunsR,neutral,gunsR_neutral,D,1,0,There were 223 cities that did ban it and it did decrease crime. So that is my answer. It decreased crime. It is a large number.,"cellA,start:9.187,end:9.737;,cellC,start:9.77,end:9.97;,cellC,start:10.154,end:10.254;,cellA,start:10.287,end:11.121;,cellB,start:11.121,end:12.438;,cellD,start:12.455,end:12.472;,cellC,start:15.873,end:16.724;,cellA,start:16.773,end:17.44;,cellB,start:17.441,end:19.942;,cellA,start:19.942,end:20.342;,cellC,start:20.408,end:21.159;,cellA,start:21.192,end:23.027;,cellB,start:23.027,end:23.91;,cellA,start:23.91,end:26.178;,cellB,start:26.178,end:26.495;,cellD,start:26.511,end:26.912;,cellC,start:26.912,end:27.779;,cellA,start:27.795,end:28.679;,cellC,start:28.696,end:28.746;,cellC,start:29.113,end:29.163;,cellA,start:29.329,end:30.713;,cellB,start:30.713,end:30.78;,cellB,start:31.397,end:31.585;,cellA,start:31.664,end:31.98;,cellC,start:31.997,end:32.597;,cellC,start:32.931,end:33.781;,cellA,start:33.831,end:34.565;,cellB,start:34.565,end:34.615;,cellB,start:42.402,end:42.469;,cellA,start:42.485,end:42.535;,cellA,start:42.802,end:42.835;,cellB,start:42.835,end:42.852;,cellD,start:42.869,end:42.886;,cellB,start:68.797,end:69.381;,cellA,start:69.381,end:69.981;,cellC,start:70.031,end:70.398;,cellD,start:70.398,end:71.382;,cellC,start:71.382,end:73.049;,cellA,start:73.099,end:73.85;,cellC,start:73.883,end:74.216;,cellD,start:74.216,end:74.683;,cellC,start:74.683,end:74.7;,cellA,start:74.733,end:75.033;,cellD,start:75.05,end:75.067;,cellD,start:106.381,end:106.398;,cellC,start:106.398,end:106.548;,cellA,start:106.631,end:107.832;,cellA,start:108.299,end:108.682;,cellC,start:108.699,end:108.982;,cellD,start:108.982,end:109.032;,cellD,start:109.299,end:109.316;,cellB,start:109.349,end:109.899;,cellA,start:109.899,end:110.249;,cellC,start:110.266,end:110.583;,cellD,start:110.583,end:110.8;,cellB,start:110.816,end:111.167;,cellA,start:111.167,end:111.35;,cellC,start:111.367,end:111.383;,cellD,start:111.383,end:111.4;",0,congenial
25,gunsR,neutral,gunsR_neutral,D,1,1,I think there was an overall increase in crime because criminals were confident their victims would not be able to defend themselves.,"cellC,start:1.671,end:1.955;,cellA,start:2.388,end:2.905;,cellC,start:3.471,end:3.505;,cellD,start:3.505,end:4.055;,cellB,start:4.084,end:6.921;,cellA,start:12.988,end:13.084;,cellA,start:13.254,end:15.871;,cellC,start:15.921,end:16.721;,cellA,start:16.771,end:17.504;,cellB,start:17.504,end:18.071;,cellD,start:18.121,end:21.407;,cellB,start:21.504,end:22.251;,cellA,start:22.251,end:22.904;,cellB,start:22.916,end:23.354;,cellD,start:23.404,end:23.754;,cellC,start:23.754,end:24.937;,cellC,start:25.904,end:25.937;,cellA,start:25.937,end:25.988;,cellA,start:26.32,end:29.77;,cellB,start:29.77,end:30.354;,cellD,start:30.366,end:30.404;,cellB,start:40.082,end:40.137;,cellA,start:40.137,end:40.148;,cellA,start:40.303,end:40.691;,cellB,start:40.692,end:41.27;,cellC,start:41.337,end:41.87;,cellD,start:41.87,end:41.953;,cellD,start:42.32,end:42.686;,cellA,start:52.669,end:52.703;,cellC,start:53.353,end:53.386;,cellC,start:54.153,end:54.953;,cellA,start:54.986,end:56.053;,cellC,start:56.119,end:56.569;,cellD,start:56.569,end:57.103;,cellB,start:57.153,end:59.302;,cellA,start:59.302,end:59.819;,cellC,start:59.902,end:60.289;,cellD,start:60.289,end:60.652;,cellB,start:60.719,end:61.286;,cellA,start:61.286,end:63.402;,cellB,start:63.402,end:63.469;,cellB,start:67.969,end:68.135;,cellA,start:68.148,end:68.835;,cellC,start:68.869,end:69.152;,cellD,start:69.152,end:69.185;,cellD,start:69.569,end:69.669;,cellA,start:69.919,end:70.619;,cellB,start:70.619,end:71.081;,cellA,start:71.081,end:71.535;,cellC,start:71.585,end:72.202;,cellD,start:72.202,end:72.585;,cellA,start:72.635,end:73.344;,cellB,start:73.344,end:73.769;",1,congenial
26,gunsR,neutral,gunsR_neutral,D,1,0,There was a greater difference favoring cities that banned concealed carry to cities that did not ban concealed carry.,"cellD,start:13.805,end:13.922;,cellD,start:15.536,end:16.528;,cellC,start:16.528,end:20.054;,cellA,start:20.086,end:21.038;,cellA,start:21.703,end:25.47;,cellC,start:25.586,end:26.287;,cellA,start:26.454,end:30.252;,cellC,start:30.37,end:30.67;,cellD,start:30.67,end:31.037;,cellB,start:31.069,end:34.269;,cellA,start:34.286,end:35.135;,cellB,start:35.135,end:35.702;,cellC,start:35.754,end:36.17;,cellD,start:36.17,end:36.836;,cellC,start:36.836,end:37.303;,cellD,start:37.303,end:37.321;,cellB,start:37.354,end:37.719;,cellA,start:37.719,end:38.486;,cellB,start:38.502,end:38.919;,cellA,start:38.919,end:44.002;,cellB,start:44.002,end:44.086;,cellD,start:52.368,end:52.403;,cellC,start:52.836,end:53.201;,cellA,start:53.219,end:53.518;,cellB,start:53.518,end:54.152;,cellD,start:54.185,end:54.219;,cellB,start:57.203,end:57.352;,cellD,start:57.936,end:58.136;,cellD,start:75.217,end:75.401;,cellB,start:75.451,end:75.568;,cellA,start:75.568,end:76.219;,cellC,start:76.283,end:76.817;,cellA,start:76.851,end:77.283;,cellB,start:77.283,end:77.584;,cellD,start:77.634,end:78.218;,cellB,start:78.234,end:78.768;,cellD,start:78.802,end:78.866;",0,congenial
27,gunsR,neutral,gunsR_neutral,D,1,1,"City that did not ban only had a 21% increase in crime, compared to 75% increase in those that did ban concealed carry","cellD,start:19.948,end:20.012;,cellC,start:21.348,end:22.068;,cellB,start:27.394,end:28.428;,cellA,start:28.445,end:33.505;,cellC,start:34.039,end:35.041;,cellD,start:35.041,end:36.745;,cellC,start:36.764,end:37.464;,cellD,start:37.464,end:37.529;,cellB,start:51.707,end:52.09;,cellB,start:52.331,end:52.458;,cellA,start:52.458,end:53.643;,cellB,start:53.676,end:54.21;,cellD,start:54.311,end:54.895;,cellC,start:54.896,end:56.883;,cellD,start:56.883,end:57.7;,cellC,start:57.7,end:58.502;,cellD,start:58.518,end:59.938;,cellC,start:59.954,end:60.589;,cellD,start:60.606,end:62.176;,cellD,start:64.714,end:65.715;,cellB,start:78.874,end:80.577;",1,congenial
28,gunsR,neutral,gunsR_neutral,D,1,1,Increase in crime more than tripled with a ban.  The decrease only doubled.  It seems it increases crime more than decreases thus.,"cellA,start:28.802,end:28.931;,cellA,start:32.353,end:33.524;,cellB,start:33.525,end:33.588;,cellB,start:36.008,end:37.009;,cellA,start:37.009,end:37.8;,cellC,start:38.274,end:40.884;,cellD,start:42.229,end:43.924;,cellB,start:44.79,end:49.619;,cellA,start:49.619,end:52.4;,cellB,start:52.4,end:52.603;,cellB,start:75.712,end:75.727;,cellA,start:75.727,end:76.399;,cellC,start:76.509,end:77.29;,cellD,start:77.29,end:77.821;,cellB,start:78.728,end:79.337;",1,congenial
29,gunsR,neutral,gunsR_neutral,D,1,1,It seems the crime did increase for the city in the banning of concealed handguns. It went up more tha,"cellD,start:1.043,end:1.192;,cellB,start:10.906,end:11.089;,cellA,start:11.089,end:12.439;,cellC,start:12.572,end:13.122;,cellA,start:13.239,end:13.823;,cellB,start:13.823,end:14.488;,cellA,start:14.488,end:15.155;,cellB,start:15.155,end:15.671;,cellA,start:15.672,end:15.721;,cellC,start:16.157,end:17.154;,cellD,start:17.155,end:18.004;,cellC,start:18.004,end:21.22;,cellD,start:21.22,end:22.086;,cellC,start:22.086,end:22.136;,cellA,start:22.237,end:22.787;,cellB,start:22.804,end:25.069;,cellB,start:26.736,end:26.902;,cellA,start:26.902,end:29.485;,cellB,start:29.485,end:30.452;,cellA,start:30.468,end:30.517;,cellC,start:31.157,end:31.75;,cellD,start:31.751,end:32.568;,cellC,start:32.568,end:33.2;,cellD,start:33.217,end:33.566;,cellB,start:41.097,end:41.947;,cellA,start:41.947,end:42.514;,cellC,start:42.63,end:46.363;,cellD,start:46.38,end:47.182;,cellA,start:47.262,end:47.796;,cellC,start:48.196,end:49.557;,cellA,start:49.646,end:53.062;,cellC,start:53.645,end:54.328;,cellC,start:54.527,end:54.545;,cellD,start:54.545,end:55.494;,cellB,start:59.359,end:59.443;,cellA,start:59.443,end:61.725;,cellB,start:61.725,end:62.542;,cellA,start:62.542,end:63.093;,cellB,start:63.094,end:63.127;,cellD,start:65.041,end:65.607;,cellC,start:65.607,end:66.907;,cellA,start:67.107,end:69.407;,cellB,start:69.407,end:70.506;,cellB,start:71.538,end:71.839;,cellA,start:71.839,end:73.289;,cellB,start:73.289,end:73.972;,cellB,start:74.877,end:76.305;,cellA,start:76.338,end:76.955;,cellB,start:76.972,end:77.028;",1,congenial
30,gunsR,neutral,gunsR_neutral,D,1,"NA","NA","NA",NA,congenial
31,gunsR,neutral,gunsR_neutral,D,1,0,There seems to be a large number of cities with the ban that had a decrease in crime. Anyone work out the percent?,"cellA,start:8.388,end:8.444;,cellB,start:11.409,end:15.38;,cellD,start:15.463,end:17.899;,cellA,start:18.066,end:21.619;,cellC,start:21.72,end:23.306;,cellA,start:23.372,end:23.938;,cellB,start:23.938,end:24.606;,cellD,start:24.69,end:25.307;,cellA,start:25.408,end:32.014;,cellB,start:32.014,end:32.214;,cellB,start:35.251,end:35.501;,cellA,start:35.501,end:38.954;,cellB,start:38.954,end:39.456;,cellA,start:39.456,end:41.991;,cellB,start:41.991,end:42.209;,cellB,start:46.797,end:48.131;,cellA,start:48.132,end:49.399;,cellC,start:49.466,end:50.183;,cellD,start:50.183,end:51.885;,cellC,start:51.885,end:54.137;,cellD,start:54.154,end:57.341;,cellC,start:57.341,end:57.407;,cellA,start:57.608,end:60.745;,cellB,start:60.745,end:69.821;",0,congenial
32,gunsR,neutral,gunsR_neutral,D,1,0,they both had a decrease - wh,"cellB,start:33.789,end:34.091;,cellB,start:34.458,end:35.028;,cellA,start:35.028,end:42.156;,cellB,start:42.156,end:42.624;,cellB,start:44.711,end:44.778;,cellD,start:44.827,end:47.083;,cellC,start:47.083,end:47.483;,cellA,start:51.506,end:59.54;,cellB,start:59.556,end:60.073;,cellA,start:60.091,end:61.526;,cellB,start:61.544,end:61.627;,cellD,start:61.762,end:61.83;,cellC,start:61.929,end:62.614;,cellD,start:62.614,end:66.687;,cellC,start:66.687,end:68.323;,cellD,start:68.323,end:70.311;,cellC,start:70.311,end:70.812;,cellA,start:70.862,end:72.165;,cellB,start:72.181,end:72.899;,cellA,start:72.899,end:74.434;,cellB,start:74.434,end:74.501;",0,congenial
33,gunsR,neutral,gunsR_neutral,D,1,0,THERE WERE MORE OF A DCREASE I THE ONES THAT DID ENACT THAN THE ONES WHO DID NOT,"cellD,start:14.705,end:14.758;,cellB,start:28.44,end:28.79;,cellA,start:28.79,end:31.24;,cellB,start:31.24,end:31.89;,cellC,start:31.973,end:33.607;,cellD,start:33.624,end:34.407;,cellA,start:34.44,end:35.806;,cellB,start:35.807,end:36.14;",0,congenial
34,guns,neutral,guns_neutral,NA,1,"NA","NA","NA",NA,NA
35,guns,neutral,guns_neutral,NA,1,"NA","NA","NA",NA,NA
36,guns,neutral,guns_neutral,D,1,1,"Percentage wise for each city, the ban seemed to have a smaller decrease in crime.","cellC,start:5.183,end:5.267;,cellA,start:5.3,end:5.333;,cellA,start:6.5,end:7.865;,cellA,start:8.698,end:10.881;,cellB,start:10.881,end:11.431;,cellD,start:11.481,end:12.396;,cellC,start:12.413,end:13.03;,cellA,start:13.096,end:15.196;,cellC,start:15.278,end:17.81;,cellD,start:17.81,end:18.995;,cellC,start:18.995,end:20.193;,cellD,start:20.21,end:20.243;,cellB,start:20.343,end:21.342;,cellA,start:21.342,end:23.608;,cellB,start:23.609,end:24.658;,cellA,start:24.658,end:26.025;,cellB,start:26.026,end:26.457;,cellA,start:26.473,end:26.723;,cellC,start:26.79,end:28.025;,cellD,start:28.039,end:28.99;,cellC,start:28.99,end:29.921;,cellD,start:29.938,end:30.322;,cellB,start:30.356,end:30.455;,cellB,start:30.905,end:31.271;,cellD,start:38.002,end:38.702;,cellC,start:38.702,end:39.402;,cellD,start:39.402,end:40.051;,cellC,start:40.067,end:40.502;,cellD,start:40.502,end:40.968;,cellC,start:40.968,end:41.25;,cellA,start:41.284,end:41.783;,cellB,start:41.8,end:42.2;,cellA,start:42.201,end:42.65;,cellB,start:42.666,end:43.266;,cellD,start:43.299,end:43.549;,cellB,start:43.732,end:43.749;,cellB,start:48.297,end:48.881;,cellA,start:48.881,end:50.529;,cellC,start:50.563,end:50.663;,cellC,start:51.146,end:51.646;,cellD,start:51.662,end:53.378;,cellC,start:53.395,end:54.711;,cellD,start:54.727,end:54.961;",0,uncongenial
37,guns,neutral,guns_neutral,D,1,1,"223 in increase in find people increase stock images in HD and millions of other royalty-free stock photos, illustrations and vectors in the","cellB,start:0.624,end:1.313;,cellD,start:1.314,end:1.331;,cellD,start:4.339,end:4.389;,cellB,start:4.423,end:4.572;,cellA,start:4.582,end:5.54;,cellB,start:5.548,end:7.04;,cellA,start:7.052,end:7.572;,cellD,start:7.606,end:7.739;,cellA,start:41.064,end:41.104;,cellD,start:41.128,end:41.171;,cellA,start:58.911,end:58.931;,cellD,start:58.949,end:59.004;",0,uncongenial
38,guns,neutral,guns_neutral,D,1,1,"As there were more cities that banned in this data set, I looked at the ratios, and found the more cities banning guns saw and increase","cellD,start:0.808,end:0.875;,cellA,start:1.008,end:1.791;,cellB,start:1.792,end:2.175;,cellD,start:2.258,end:2.457;,cellC,start:2.457,end:2.974;,cellA,start:17.453,end:18.053;,cellB,start:18.053,end:19.037;,cellA,start:19.037,end:20.192;,cellC,start:20.536,end:21.219;,cellD,start:21.219,end:21.986;,cellB,start:22.036,end:23.036;,cellA,start:23.036,end:23.452;,cellB,start:23.452,end:23.668;,cellA,start:23.668,end:23.685;,cellC,start:23.946,end:24.268;,cellD,start:24.268,end:25.201;,cellC,start:25.201,end:26.567;,cellD,start:26.567,end:27.367;,cellC,start:27.383,end:28.634;,cellA,start:28.717,end:29.068;,cellB,start:29.068,end:29.733;,cellA,start:29.733,end:30.317;,cellB,start:30.317,end:31.299;,cellA,start:31.316,end:35.365;,cellB,start:35.382,end:40.73;,cellA,start:40.73,end:43.047;,cellB,start:43.047,end:43.262;,cellA,start:43.279,end:43.346;,cellC,start:43.446,end:43.63;,cellD,start:43.646,end:43.912;,cellB,start:49.677,end:49.878;,cellA,start:49.878,end:50.11;,cellC,start:50.161,end:50.227;,cellC,start:50.427,end:50.494;,cellA,start:50.528,end:50.694;,cellB,start:50.694,end:50.728;",0,uncongenial
39,guns,neutral,guns_neutral,NA,1,"NA","NA","NA",NA,NA
40,guns,neutral,guns_neutral,D,1,1,It seems like overall there was very little difference. There was a crime increase in most of the cities regardless. There was a slight edge,"cellA,start:0.127,end:1.251;,cellB,start:1.261,end:1.449;,cellB,start:2.377,end:2.444;,cellA,start:2.444,end:4.264;,cellC,start:4.264,end:4.525;,cellA,start:6.174,end:6.324;,cellB,start:6.324,end:7.474;,cellA,start:7.49,end:10.937;,cellC,start:10.937,end:11.087;,cellA,start:11.186,end:12.237;,cellB,start:12.237,end:13.268;,cellC,start:13.335,end:13.602;,cellD,start:13.751,end:14.401;,cellC,start:14.65,end:15.249;,cellC,start:15.783,end:16.132;,cellD,start:16.132,end:16.682;,cellC,start:16.682,end:17.015;,cellD,start:17.015,end:17.298;,cellA,start:17.332,end:17.598;,cellB,start:17.598,end:17.915;,cellC,start:17.98,end:18.231;,cellD,start:18.25,end:18.563;,cellA,start:18.646,end:18.913;,cellB,start:18.913,end:18.979;,cellD,start:19.196,end:19.245;,cellC,start:19.246,end:19.429;,cellA,start:19.697,end:19.732;,cellB,start:19.733,end:20.234;,cellA,start:20.235,end:20.515;,cellC,start:20.578,end:20.878;,cellD,start:20.878,end:21.944;,cellD,start:27.24,end:27.672;,cellC,start:27.672,end:28.055;,cellA,start:28.105,end:28.472;,cellB,start:28.472,end:28.888;,cellC,start:28.988,end:29.154;,cellD,start:29.155,end:29.67;,cellC,start:29.67,end:30.436;,cellD,start:30.453,end:31.153;",0,uncongenial
41,guns,neutral,guns_neutral,D,1,0,CORRECT,"cellA,start:14.543,end:14.736;,cellB,start:15.276,end:15.292;,cellA,start:23.692,end:24.994;,cellB,start:24.995,end:25.911;,cellD,start:26.161,end:26.514;,cellC,start:26.514,end:27.716;,cellD,start:27.717,end:28.427;,cellC,start:28.427,end:29.044;,cellD,start:29.045,end:29.527;",1,uncongenial
42,guns,neutral,guns_neutral,D,1,1,The ban was not successful but maybe it just needs to have more time to be that way.,"cellC,start:4.141,end:4.291;,cellA,start:4.741,end:8.507;,cellD,start:8.59,end:8.69;,cellB,start:11.956,end:12.473;,cellA,start:12.49,end:14.939;,cellB,start:14.939,end:15.889;,cellC,start:15.956,end:17.072;,cellD,start:17.072,end:18.372;,cellC,start:18.372,end:21.039;,cellA,start:21.089,end:23.089;,cellC,start:23.155,end:23.555;,cellB,start:23.638,end:23.889;,cellD,start:23.922,end:25.305;,cellB,start:25.355,end:26.089;,cellC,start:26.155,end:26.538;,cellA,start:26.588,end:27.821;,cellC,start:28.321,end:29.804;,cellD,start:29.804,end:29.837;,cellB,start:34.855,end:35.287;,cellD,start:35.353,end:36.787;,cellA,start:37.22,end:37.67;,cellC,start:37.903,end:38.786;,cellD,start:38.786,end:38.886;,cellA,start:73.5,end:73.516;,cellC,start:73.516,end:73.733;,cellD,start:73.733,end:73.85;,cellB,start:73.916,end:74.316;,cellD,start:74.366,end:74.933;,cellC,start:74.95,end:75.433;,cellA,start:75.466,end:76.983;,cellD,start:76.999,end:77.033;",0,uncongenial
43,guns,neutral,guns_neutral,D,1,1,It is showing that cities that have armed citizens who are responsible gun owners deter crime because criminals don't want to get shot.,"cellD,start:6.249,end:6.282;,cellA,start:6.282,end:6.296;,cellA,start:7.131,end:8.366;,cellC,start:8.432,end:9.132;,cellA,start:9.183,end:17.948;,cellA,start:19.681,end:24.414;,cellB,start:24.415,end:24.448;,cellB,start:25.831,end:26.049;,cellA,start:26.05,end:26.489;,cellB,start:26.49,end:26.515;,cellD,start:26.598,end:27.314;,cellB,start:27.365,end:28.465;,cellA,start:28.465,end:32.016;,cellB,start:32.028,end:33.115;,cellA,start:33.115,end:33.165;,cellA,start:33.747,end:35.731;,cellC,start:35.798,end:36.863;,cellA,start:36.931,end:40.486;,cellC,start:40.63,end:42.38;,cellA,start:42.413,end:44.155;,cellC,start:44.196,end:44.246;,cellD,start:44.588,end:45.097;,cellB,start:45.107,end:47.531;,cellA,start:47.531,end:49.013;,cellB,start:49.014,end:49.247;,cellD,start:49.281,end:49.614;,cellC,start:49.614,end:49.847;,cellD,start:49.847,end:49.881;,cellD,start:70.779,end:70.879;,cellA,start:70.929,end:73.562;,cellB,start:73.562,end:74.046;,cellC,start:74.194,end:75.962;,cellD,start:75.962,end:77.945;",0,uncongenial
44,guns,neutral,guns_neutral,D,1,0,I thought taking the percentage of increase/decrease in crime was the best approach.,"cellD,start:0.703,end:1.153;,cellB,start:1.186,end:1.236;,cellA,start:11.786,end:12.919;,cellB,start:12.919,end:17.602;,cellA,start:17.602,end:18.369;,cellB,start:18.369,end:21.385;,cellA,start:21.386,end:21.552;,cellC,start:22.519,end:23.169;,cellD,start:23.169,end:24.052;,cellC,start:24.052,end:24.435;,cellA,start:24.469,end:24.969;,cellB,start:24.969,end:25.485;,cellA,start:25.486,end:25.852;,cellC,start:25.902,end:26.169;,cellD,start:26.17,end:26.519;,cellB,start:26.569,end:26.802;,cellA,start:26.802,end:27.169;,cellC,start:27.269,end:27.452;,cellD,start:27.452,end:27.735;,cellB,start:27.785,end:27.985;,cellA,start:27.986,end:28.069;,cellA,start:28.736,end:29.019;,cellC,start:29.069,end:29.435;,cellA,start:29.452,end:29.535;,cellB,start:29.535,end:29.985;,cellD,start:30.069,end:30.485;,cellC,start:30.485,end:30.518;,cellA,start:30.969,end:31.269;,cellA,start:35.185,end:35.735;,cellB,start:35.735,end:36.185;,cellA,start:36.202,end:48.269;,cellC,start:48.352,end:48.885;,cellD,start:48.885,end:61.201;",1,uncongenial
45,gunsR,outrage,gunsR_outrage,R,1,1,Its apparent that the ban on guns had a negative impact on the amount of crime in some cities.,"cellA,start:19.213,end:27.967;,cellB,start:29.733,end:31.862;,cellA,start:31.863,end:32.704;,cellB,start:32.705,end:33.938;,cellA,start:33.938,end:34.356;,cellB,start:34.356,end:35.749;,cellC,start:35.75,end:36.325;,cellD,start:36.325,end:38.913;,cellC,start:38.914,end:40.536;,cellD,start:40.536,end:42.297;,cellB,start:42.297,end:42.767;,cellA,start:42.767,end:47.416;",1,uncongenial
